table_schema,table_name,ordinal_position,column_name,data_type,is_nullable,column_default,identity_generation,generated_kind,comment
storage,s3_multipart_uploads_parts,1,id,uuid,NO,gen_random_uuid(),null,null,null
storage,s3_multipart_uploads_parts,2,upload_id,text,NO,null,null,null,null
storage,s3_multipart_uploads_parts,3,size,bigint,NO,0,null,null,null
storage,s3_multipart_uploads_parts,4,part_number,integer,NO,null,null,null,null
storage,s3_multipart_uploads_parts,5,bucket_id,text,NO,null,null,null,null
storage,s3_multipart_uploads_parts,6,key,text,NO,null,null,null,null
storage,s3_multipart_uploads_parts,7,etag,text,NO,null,null,null,null
storage,s3_multipart_uploads_parts,8,owner_id,text,YES,null,null,null,null
storage,s3_multipart_uploads_parts,9,version,text,NO,null,null,null,null
storage,s3_multipart_uploads_parts,10,created_at,timestamp with time zone,NO,now(),null,null,null
supabase_migrations,schema_migrations,1,version,text,NO,null,null,null,null
supabase_migrations,schema_migrations,2,statements,text[],YES,null,null,null,null
supabase_migrations,schema_migrations,3,name,text,YES,null,null,null,null
supabase_migrations,schema_migrations,4,created_by,text,YES,null,null,null,null
supabase_migrations,schema_migrations,5,idempotency_key,text,YES,null,null,null,null
supabase_migrations,seed_files,1,path,text,NO,null,null,null,null
supabase_migrations,seed_files,2,hash,text,NO,null,null,null,null
vault,decrypted_secrets,1,id,uuid,YES,null,null,null,null
vault,decrypted_secrets,2,name,text,YES,null,null,null,null
vault,decrypted_secrets,3,description,text,YES,null,null,null,null
vault,decrypted_secrets,4,secret,text,YES,null,null,null,null
vault,decrypted_secrets,5,decrypted_secret,text,YES,null,null,null,null
vault,decrypted_secrets,6,key_id,uuid,YES,null,null,null,null
vault,decrypted_secrets,7,nonce,bytea,YES,null,null,null,null
vault,decrypted_secrets,8,created_at,timestamp with time zone,YES,null,null,null,null
vault,decrypted_secrets,9,updated_at,timestamp with time zone,YES,null,null,null,null
vault,secrets,1,id,uuid,NO,gen_random_uuid(),null,null,null
vault,secrets,2,name,text,YES,null,null,null,null
vault,secrets,3,description,text,NO,''::text,null,null,null
vault,secrets,4,secret,text,NO,null,null,null,null
vault,secrets,5,key_id,uuid,YES,null,null,null,null
vault,secrets,6,nonce,bytea,YES,vault._crypto_aead_det_noncegen(),null,null,null
vault,secrets,7,created_at,timestamp with time zone,NO,CURRENT_TIMESTAMP,null,null,null
vault,secrets,8,updated_at,timestamp with time zone,NO,CURRENT_TIMESTAMP,null,null,null
